Contributor Provided ID,Wire Number,Class Number,Customer Number,Customer Name,Firm Number,UUID,User Name,Business eMail,Customer Country,Customer State,Customer City,Transaction Id,Primary Supplied Ticker(s),Author(s),Title,Post Date,Transaction Date
65ef01d53714000065ef01d537140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,dd14a22fb4b605a8,,Team Coverage,Undisclosed Report Title,2024/03/11 13:06,2024/03/11 14:17
65ef01d53714000065ef01d537140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,bdaa7a9c1a15cad9,,Team Coverage,Undisclosed Report Title,2024/03/11 13:06,2024/03/11 13:35
65ef01d53714000065ef01d537140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,96f5c25e7a08fba0,,Team Coverage,Undisclosed Report Title,2024/03/11 13:06,2024/03/11 13:21
65ef01d53714000065ef01d537140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,db2dcb7f1788b109,,Team Coverage,Undisclosed Report Title,2024/03/11 13:06,2024/03/11 13:19
65d5e0033714000065d5e00337140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,74d02ca7174de52f,,Team Coverage,Undisclosed Report Title,2024/02/21 11:35,2024/03/08 17:19
64c3f62030a0000064c3f62030a00001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,d7c1b61994baba91,,Team Coverage,Undisclosed Report Title,2023/07/28 17:08,2024/03/08 11:10
65e83c3b3ba4000065e83c3b3ba40001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,1bceed79a7664fc1,,Team Coverage,Undisclosed Report Title,2024/03/06 9:49,2024/03/08 0:32
65e83b6130a0000065e83b6130a00001,3755,2,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,0512b5792683be3d,,Team Coverage,Undisclosed Report Title,2024/03/06 9:46,2024/03/08 0:31
65d48c803714000065d48c8037140001,3755,2,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,798e7f3fa5be0d0e,,Team Coverage,Undisclosed Report Title,2024/02/20 11:26,2024/03/07 13:36
65e83b6130a0000065e83b6130a00001,3755,2,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,e176899c42d0273a,,Team Coverage,Undisclosed Report Title,2024/03/06 9:46,2024/03/07 8:00
65e83c3b3ba4000065e83c3b3ba40001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,7c005c58ec5e261a,,Team Coverage,Undisclosed Report Title,2024/03/06 9:49,2024/03/07 0:49
65e83b6130a0000065e83b6130a00001,3755,2,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,2d1454ebeecf22ac,,Team Coverage,Undisclosed Report Title,2024/03/06 9:46,2024/03/07 0:02
65cde6d63714000065cde6d637140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,700785ebcf5e711b,,Team Coverage,Undisclosed Report Title,2024/02/15 10:26,2024/03/06 15:20
65d48d9f3714000065d48d9f37140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,8f8aac9778d09e28,,Team Coverage,Undisclosed Report Title,2024/02/20 11:31,2024/03/06 8:34
65ce097d3ba4000065ce097d3ba40001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,1085cc0f55eff6c4,,Team Coverage,Undisclosed Report Title,2024/02/15 12:54,2024/03/06 2:07
65c618943ba4000065c618943ba40001,3755,2,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,85b3e463e2ed8e59,,Team Coverage,Undisclosed Report Title,2024/02/09 12:20,2024/03/04 15:12
65bcc1b13b58000065bcc1b13b580001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,486b0686d8fb9835,,Team Coverage,Undisclosed Report Title,2024/02/02 10:19,2024/03/03 23:56
65bcc1103714000065bcc11037140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,50027d160dc104bb,,Team Coverage,Undisclosed Report Title,2024/02/02 10:16,2024/02/29 20:31
64ac0dfe3714000064ac0dfe37140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,e916c14deda1601e,,Team Coverage,Undisclosed Report Title,2023/07/10 13:56,2024/02/27 21:40
65114a343b58000165114a343b580002,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,cc468b876e49c2c4,,Team Coverage,Undisclosed Report Title,2023/09/25 8:52,2024/02/27 15:30
64de16963714000064de169637140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,9c8784ada311e5b1,,Team Coverage,Undisclosed Report Title,2023/08/17 12:46,2024/02/26 11:02
65d749d13714000065d749d137140001,3755,2,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,ca4b6d44588de4fe,,Team Coverage,Undisclosed Report Title,2024/02/22 13:19,2024/02/24 3:26
65d743133ba4000065d743133ba40001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,c09d15aa778154ce,,Team Coverage,Undisclosed Report Title,2024/02/22 12:50,2024/02/23 14:08
65bcc1103714000065bcc11037140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,6893ef1ca667b72b,,Team Coverage,Undisclosed Report Title,2024/02/02 10:16,2024/02/23 11:09
65d7495e3ba4000065d7495e3ba40001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,7c6bbcf1e60d536a,,Team Coverage,Undisclosed Report Title,2024/02/22 13:17,2024/02/23 9:14
6555dacc371400006555dacc37140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,4d2902f3440178cb,,Team Coverage,Undisclosed Report Title,2023/11/16 9:03,2024/02/22 22:56
65d7495e3ba4000065d7495e3ba40001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,46635b03c2dd255d,,Team Coverage,Undisclosed Report Title,2024/02/22 13:17,2024/02/22 19:23
65d749d13714000065d749d137140001,3755,2,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,dd697b6ee098be7a,,Team Coverage,Undisclosed Report Title,2024/02/22 13:19,2024/02/22 19:23
65d7495e3ba4000065d7495e3ba40001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,8940de9f0f62c0cc,,Team Coverage,Undisclosed Report Title,2024/02/22 13:17,2024/02/22 13:47
65d743133ba4000065d743133ba40001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,1e12a11fda7e7e44,,Team Coverage,Undisclosed Report Title,2024/02/22 12:50,2024/02/22 13:45
65d7495e3ba4000065d7495e3ba40001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,4f8e4478e00a04a3,,Team Coverage,Undisclosed Report Title,2024/02/22 13:17,2024/02/22 13:18
65d743133ba4000065d743133ba40001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,9bc987d546fd7199,,Team Coverage,Undisclosed Report Title,2024/02/22 12:50,2024/02/22 13:05
65d743133ba4000065d743133ba40001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,e802016845edc656,,Team Coverage,Undisclosed Report Title,2024/02/22 12:50,2024/02/22 12:54
65d743133ba4000065d743133ba40001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,eeecfbe67dbbfb70,,Team Coverage,Undisclosed Report Title,2024/02/22 12:50,2024/02/22 12:51
65d5e0033714000065d5e00337140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,165c16418e1bde51,,Team Coverage,Undisclosed Report Title,2024/02/21 11:35,2024/02/22 7:21
65d5e0033714000065d5e00337140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,38ca4b8f68596c70,,Team Coverage,Undisclosed Report Title,2024/02/21 11:35,2024/02/22 5:27
65d5e0033714000065d5e00337140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,70d9069c44a3a084,,Team Coverage,Undisclosed Report Title,2024/02/21 11:35,2024/02/22 5:22
65ccd19730a0000065ccd19730a00001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,dc8124b9c545324f,,Team Coverage,Undisclosed Report Title,2024/02/14 14:43,2024/02/21 14:24
65ccd19730a0000065ccd19730a00001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,656ae4b96c7877c6,,Team Coverage,Undisclosed Report Title,2024/02/14 14:43,2024/02/21 14:09
65d5e0033714000065d5e00337140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,6a35b561a90bfd99,,Team Coverage,Undisclosed Report Title,2024/02/21 11:35,2024/02/21 13:28
65d5e0033714000065d5e00337140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,d84199006b549441,,Team Coverage,Undisclosed Report Title,2024/02/21 11:35,2024/02/21 13:14
65d5e0033714000065d5e00337140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,6e87a0ba066fe943,,Team Coverage,Undisclosed Report Title,2024/02/21 11:35,2024/02/21 11:36
65c619583714000065c6195837140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,e90f0c1fd149aadf,,Team Coverage,Undisclosed Report Title,2024/02/09 12:23,2024/02/21 9:29
65c619583714000065c6195837140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,3c07e277d67770be,,Team Coverage,Undisclosed Report Title,2024/02/09 12:23,2024/02/21 9:28
6569ccb13b5800006569ccb13b580001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,ce81895b43ce2c2f,,Team Coverage,Undisclosed Report Title,2023/12/01 12:08,2024/02/21 8:16
65cde6d63714000065cde6d637140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,9c682722eb4cbcca,,Team Coverage,Undisclosed Report Title,2024/02/15 10:26,2024/02/21 8:14
65cde6d63714000065cde6d637140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,41125bce9e87e652,,Team Coverage,Undisclosed Report Title,2024/02/15 10:26,2024/02/21 8:14
65d48d9f3714000065d48d9f37140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,e74f664a63abe69b,,Team Coverage,Undisclosed Report Title,2024/02/20 11:31,2024/02/21 7:58
65c619583714000065c6195837140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,843335a4aa4305b9,,Team Coverage,Undisclosed Report Title,2024/02/09 12:23,2024/02/21 2:21
65d48c803714000065d48c8037140001,3755,2,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,45462265b44a779c,,Team Coverage,Undisclosed Report Title,2024/02/20 11:26,2024/02/21 0:31
65aa6d433690000065aa6d4336900001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,6cdc55971ee00a7d,,Team Coverage,Undisclosed Report Title,2024/01/19 12:38,2024/02/20 22:33
65d48d9f3714000065d48d9f37140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,ad41b70750cbf6b8,,Team Coverage,Undisclosed Report Title,2024/02/20 11:31,2024/02/20 21:28
65d48d9f3714000065d48d9f37140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,80b5a11bd35aacea,,Team Coverage,Undisclosed Report Title,2024/02/20 11:31,2024/02/20 21:27
64ac0dfe3714000064ac0dfe37140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,927f33d470c4fe11,,Team Coverage,Undisclosed Report Title,2023/07/10 13:56,2024/02/20 20:17
65d48d9f3714000065d48d9f37140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,165de60976cba3bb,,Team Coverage,Undisclosed Report Title,2024/02/20 11:31,2024/02/20 15:11
65d48d9f3714000065d48d9f37140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,65b88eced36e0b4f,,Team Coverage,Undisclosed Report Title,2024/02/20 11:31,2024/02/20 14:58
65ce097d3ba4000065ce097d3ba40001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,5866bf82b9994616,,Team Coverage,Undisclosed Report Title,2024/02/15 12:54,2024/02/19 9:03
649d5d1e36900000649d5d1e36900001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,2559c2cb1e71a4b2,,Team Coverage,Undisclosed Report Title,2023/06/29 10:29,2024/02/19 6:36
649d5dfd24e00000649d5dfd24e00001,3755,2,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,6fdac30ffabe3c3f,,Team Coverage,Undisclosed Report Title,2023/06/29 10:33,2024/02/19 6:35
65c618943ba4000065c618943ba40001,3755,2,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,2f0adf0edbf1fde3,,Team Coverage,Undisclosed Report Title,2024/02/09 12:20,2024/02/19 6:34
61fb7ebe30a0000161fb7ebe30a00002,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,160602775316d7a5,,,Undisclosed Report Title,2022/02/03 7:05,2024/02/19 5:09
65cde6d63714000065cde6d637140001,3755,1,Embargoed,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,Embargoed,Embargoed,Embargoed,8ee4c632c92121e3,,Team Coverage,Undisclosed Report Title,2024/02/15 10:26,2024/02/19 0:11
65cf80fd24e0000065cf80fd24e00001,3755,1,30557574,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,ENG,,LONDON,7e5a9204b3c9b98f,,Team Coverage,Undisclosed Report Title,2024/02/16 15:36,2024/02/16 15:38
6527e757369000006527e75736900001,3755,1,30134601,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,NL,,AMSTERDAM,fb499df5666a02e2,,Team Coverage,Undisclosed Report Title,2023/10/12 12:32,2024/02/16 14:41
65ccd19730a0000065ccd19730a00001,3755,1,30088920,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,ENG,,LONDON,3658c4158c4afd46,,Team Coverage,Undisclosed Report Title,2024/02/14 14:43,2024/02/16 6:50
65cde6d63714000065cde6d637140001,3755,1,30468600,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,KS,,SEOUL,2527fa0c59d07279,,Team Coverage,Undisclosed Report Title,2024/02/15 10:26,2024/02/16 5:09
65c619583714000065c6195837140001,3755,1,30512040,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,CA,NEWPORT BEACH,b9b2dd61eacf2172,,Team Coverage,Undisclosed Report Title,2024/02/09 12:23,2024/02/16 4:00
65cde63224e0000065cde63224e00001,3755,2,30020682,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,af510a5a161f4518,,Team Coverage,Undisclosed Report Title,2024/02/15 10:23,2024/02/16 2:20
65cde63224e0000065cde63224e00001,3755,2,30510591,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,615f7247ba8a9a9e,,Team Coverage,Undisclosed Report Title,2024/02/15 10:23,2024/02/15 23:51
65ce08ea24e0000065ce08ea24e00001,3755,2,30284335,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,ada3bf57ef56285e,,Team Coverage,Undisclosed Report Title,2024/02/15 12:51,2024/02/15 14:15
65cde6d63714000065cde6d637140001,3755,1,30210132,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,ENG,,LONDON,3388c1f3689974fb,,Team Coverage,Undisclosed Report Title,2024/02/15 10:26,2024/02/15 13:52
65ce097d3ba4000065ce097d3ba40001,3755,1,30371058,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,D,,MUNCHEN,afd2f6ac02d154e9,,Team Coverage,Undisclosed Report Title,2024/02/15 12:54,2024/02/15 12:56
65ce097d3ba4000065ce097d3ba40001,3755,1,30537688,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,e43f6b4aa43a79ea,,Team Coverage,Undisclosed Report Title,2024/02/15 12:54,2024/02/15 12:54
65cde6d63714000065cde6d637140001,3755,1,30015699,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,CND,ON,TORONTO,6e0d2c52a63de8a8,,Team Coverage,Undisclosed Report Title,2024/02/15 10:26,2024/02/15 11:34
65ccd19730a0000065ccd19730a00001,3755,1,758201,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,IN,KA,BENGALURU,0713c08fb7428baa,,Team Coverage,Undisclosed Report Title,2024/02/14 14:43,2024/02/15 3:27
65ccd19730a0000065ccd19730a00001,3755,1,30518868,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,D,,DUESSELDORF,c9f90698997feff0,,Team Coverage,Undisclosed Report Title,2024/02/14 14:43,2024/02/14 15:49
65ccd19730a0000065ccd19730a00001,3755,1,30062029,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,10aba052431f11fc,,Team Coverage,Undisclosed Report Title,2024/02/14 14:43,2024/02/14 15:42
